vehicle_id,ts,hour,day_of_week,speed_kmh,engine_temp_c,battery_v,vibration,failure_event
V002,2024-01-02T17:45:00,17,1,46.54,102.76,13.84,0.626,0
V002,2024-01-02T18:00:00,18,1,41.6,99.86,13.851,0.621,0
V002,2024-01-02T18:15:00,18,1,41.49,99.52,13.784,0.593,0
V002,2024-01-02T18:30:00,18,1,49.43,103.29,13.815,0.664,0
V002,2024-01-02T18:45:00,18,1,62.42,111.11,13.813,0.802,0
V002,2024-01-02T19:00:00,19,1,0.0,80.82,13.749,0.154,0
V002,2024-01-02T19:15:00,19,1,5.3,85.27,13.773,0.218,0
V002,2024-01-02T19:30:00,19,1,0.0,83.95,13.782,0.068,0
V002,2024-01-02T19:45:00,19,1,10.01,90.22,13.915,0.305,0
V002,2024-01-02T20:00:00,20,1,36.49,99.26,13.742,0.498,0
V002,2024-01-02T20:15:00,20,1,0.0,82.77,13.795,0.179,0
V002,2024-01-02T20:30:00,20,1,43.35,103.11,13.82,0.62,0
V002,2024-01-02T20:45:00,20,1,9.22,90.19,13.701,0.331,0
V002,2024-01-02T21:00:00,21,1,0.0,85.15,13.807,0.221,0
V002,2024-01-02T21:15:00,21,1,0.0,82.78,13.773,0.114,0
V002,2024-01-02T21:30:00,21,1,46.69,102.57,13.75,0.627,0
V002,2024-01-02T21:45:00,21,1,10.09,89.2,13.831,0.219,0
V002,2024-01-02T22:00:00,22,1,11.9,87.35,13.749,0.284,0
V002,2024-01-02T22:15:00,22,1,0.0,83.68,13.78,0.19,0
V002,2024-01-02T22:30:00,22,1,36.49,99.05,13.79,0.621,0
V002,2024-01-02T22:45:00,22,1,0.0,84.22,13.72,0.233,0
V002,2024-01-02T23:00:00,23,1,5.76,84.76,13.763,0.225,0
V002,2024-01-02T23:15:00,23,1,0.0,84.61,13.854,0.2,0
V002,2024-01-02T23:30:00,23,1,0.0,82.93,13.841,0.19,0
V002,2024-01-02T23:45:00,23,1,0.0,83.63,13.786,0.153,0
V002,2024-01-03T00:00:00,0,2,0.0,84.95,13.806,0.206,0
V002,2024-01-03T00:15:00,0,2,0.0,84.73,13.729,0.176,0
V002,2024-01-03T00:30:00,0,2,0.0,83.11,13.789,0.24,0
V002,2024-01-03T00:45:00,0,2,15.73,94.75,13.632,0.324,0
V002,2024-01-03T01:00:00,1,2,40.77,99.78,13.759,0.605,0
V002,2024-01-03T01:15:00,1,2,0.0,84.3,13.794,0.261,0
V002,2024-01-03T01:30:00,1,2,0.0,82.37,13.808,0.118,0
V002,2024-01-03T01:45:00,1,2,0.0,85.94,13.741,0.118,0
V002,2024-01-03T02:00:00,2,2,0.0,87.65,13.7,0.254,0
V002,2024-01-03T02:15:00,2,2,6.41,89.92,13.825,0.217,0
V002,2024-01-03T02:30:00,2,2,0.0,85.54,13.67,0.171,0
V002,2024-01-03T02:45:00,2,2,3.68,83.22,13.821,0.2,0
V002,2024-01-03T03:00:00,3,2,0.0,83.24,13.795,0.208,0
V002,2024-01-03T03:15:00,3,2,0.0,87.56,13.725,0.248,0
V002,2024-01-03T03:30:00,3,2,0.0,86.41,13.763,0.156,0
V002,2024-01-03T03:45:00,3,2,0.0,86.21,13.741,0.114,0
V002,2024-01-03T04:00:00,4,2,0.0,87.62,13.746,0.144,0
V002,2024-01-03T04:15:00,4,2,4.15,90.37,13.764,0.204,0
V002,2024-01-03T04:30:00,4,2,0.0,88.01,13.82,0.174,0
V002,2024-01-03T04:45:00,4,2,0.0,84.77,13.689,0.145,0
V002,2024-01-03T05:00:00,5,2,0.52,88.89,13.744,0.201,0
V002,2024-01-03T05:15:00,5,2,0.0,86.78,13.795,0.154,0
V002,2024-01-03T05:30:00,5,2,2.8,86.36,13.763,0.151,0
V002,2024-01-03T05:45:00,5,2,42.74,102.17,13.754,0.554,0
V002,2024-01-03T06:00:00,6,2,0.0,82.23,13.74,0.108,0
V002,2024-01-03T06:15:00,6,2,3.2,87.44,13.777,0.183,0
V002,2024-01-03T06:30:00,6,2,5.94,88.49,13.743,0.269,0
V002,2024-01-03T06:45:00,6,2,9.84,93.04,13.758,0.212,0
V002,2024-01-03T07:00:00,7,2,54.86,111.64,13.783,0.726,0
V002,2024-01-03T07:15:00,7,2,39.35,102.87,13.729,0.579,0
V002,2024-01-03T07:30:00,7,2,50.94,106.55,13.751,0.628,0
V002,2024-01-03T07:45:00,7,2,41.68,103.4,13.672,0.584,0
V002,2024-01-03T08:00:00,8,2,42.97,103.61,13.706,0.607,0
V002,2024-01-03T08:15:00,8,2,30.61,100.34,13.752,0.443,0
V002,2024-01-03T08:30:00,8,2,33.4,97.93,13.703,0.582,0
V002,2024-01-03T08:45:00,8,2,47.74,104.39,13.758,0.66,0
V002,2024-01-03T09:00:00,9,2,47.15,108.96,13.674,0.61,0
V002,2024-01-03T09:15:00,9,2,31.23,101.56,13.684,0.483,0
V002,2024-01-03T09:30:00,9,2,30.88,99.03,13.717,0.5,0
V002,2024-01-03T09:45:00,9,2,43.19,106.53,13.733,0.577,0
V002,2024-01-03T10:00:00,10,2,0.0,86.32,13.772,0.188,0
V002,2024-01-03T10:15:00,10,2,6.13,92.26,13.847,0.291,0
V002,2024-01-03T10:30:00,10,2,4.97,88.21,13.744,0.114,0
V002,2024-01-03T10:45:00,10,2,2.4,90.5,13.691,0.326,0
V002,2024-01-03T11:00:00,11,2,0.0,89.6,13.66,0.21,0
V002,2024-01-03T11:15:00,11,2,0.0,86.83,13.692,0.128,0
V002,2024-01-03T11:30:00,11,2,0.0,86.78,13.769,0.169,0
V002,2024-01-03T11:45:00,11,2,0.0,87.75,13.775,0.11,0
V002,2024-01-03T12:00:00,12,2,5.66,87.55,13.672,0.223,0
V002,2024-01-03T12:15:00,12,2,0.0,87.99,13.718,0.258,0
V002,2024-01-03T12:30:00,12,2,9.72,90.81,13.789,0.283,0
V002,2024-01-03T12:45:00,12,2,4.05,89.24,13.835,0.229,0
V002,2024-01-03T13:00:00,13,2,0.0,89.6,13.686,0.191,0
V002,2024-01-03T13:15:00,13,2,1.13,89.31,13.786,0.21,0
V002,2024-01-03T13:30:00,13,2,15.72,95.7,13.659,0.473,0
V002,2024-01-03T13:45:00,13,2,0.0,89.06,13.736,0.264,0
V002,2024-01-03T14:00:00,14,2,3.28,89.82,13.797,0.2,0
V002,2024-01-03T14:15:00,14,2,0.0,86.87,13.765,0.247,0
V002,2024-01-03T14:30:00,14,2,0.0,87.25,13.716,0.228,0
V002,2024-01-03T14:45:00,14,2,0.0,88.85,13.809,0.121,0
V002,2024-01-03T15:00:00,15,2,0.0,89.26,13.798,0.177,0
V002,2024-01-03T15:15:00,15,2,4.49,88.78,13.796,0.29,0
V002,2024-01-03T15:30:00,15,2,0.0,87.97,13.676,0.218,0
V002,2024-01-03T15:45:00,15,2,4.13,89.63,13.706,0.19,0
V002,2024-01-03T16:00:00,16,2,40.14,104.03,13.728,0.715,0
V002,2024-01-03T16:15:00,16,2,45.04,104.59,13.787,0.593,0
V002,2024-01-03T16:30:00,16,2,54.54,111.36,13.793,0.755,0
V002,2024-01-03T16:45:00,16,2,42.75,108.54,13.787,0.626,0
V002,2024-01-03T17:00:00,17,2,40.95,105.49,13.723,0.615,0
V002,2024-01-03T17:15:00,17,2,43.01,103.97,13.833,0.612,0
V002,2024-01-03T17:30:00,17,2,54.02,112.54,13.765,0.724,0
V002,2024-01-03T17:45:00,17,2,44.37,105.98,13.756,0.643,0
V002,2024-01-03T18:00:00,18,2,34.42,101.83,13.716,0.48,0
V002,2024-01-03T18:15:00,18,2,51.71,108.79,13.733,0.656,0
V002,2024-01-03T18:30:00,18,2,45.97,107.49,13.716,0.609,0
V002,2024-01-03T18:45:00,18,2,41.99,105.38,13.685,0.619,0
V002,2024-01-03T19:00:00,19,2,0.0,88.93,13.697,0.223,0
V002,2024-01-03T19:15:00,19,2,0.91,87.56,13.768,0.153,0
V002,2024-01-03T19:30:00,19,2,36.25,104.19,13.799,0.637,0
V002,2024-01-03T19:45:00,19,2,34.13,103.43,13.623,0.476,0
V002,2024-01-03T20:00:00,20,2,0.0,87.73,13.716,0.143,0
V002,2024-01-03T20:15:00,20,2,35.91,105.65,13.688,0.554,0
V002,2024-01-03T20:30:00,20,2,45.04,106.43,13.77,0.735,0
V002,2024-01-03T20:45:00,20,2,3.68,89.19,13.71,0.337,0
V002,2024-01-03T21:00:00,21,2,38.09,106.37,13.741,0.495,0
V002,2024-01-03T21:15:00,21,2,8.41,95.31,13.696,0.267,0
V002,2024-01-03T21:30:00,21,2,0.0,89.37,13.742,0.201,0
V002,2024-01-03T21:45:00,21,2,38.16,105.07,13.647,0.538,0
V002,2024-01-03T22:00:00,22,2,1.41,89.17,13.737,0.147,0
V002,2024-01-03T22:15:00,22,2,0.0,91.54,13.779,0.26,0
V002,2024-01-03T22:30:00,22,2,9.17,93.12,13.862,0.268,0
V002,2024-01-03T22:45:00,22,2,0.0,88.63,13.685,0.133,0
V002,2024-01-03T23:00:00,23,2,0.0,91.3,13.719,0.221,0
V002,2024-01-03T23:15:00,23,2,0.46,89.86,13.684,0.207,0
V002,2024-01-03T23:30:00,23,2,0.0,88.69,13.797,0.193,0
V002,2024-01-03T23:45:00,23,2,5.18,92.5,13.766,0.178,0
V002,2024-01-04T00:00:00,0,3,0.0,87.38,13.722,0.192,0
V002,2024-01-04T00:15:00,0,3,0.0,90.44,13.744,0.126,0
V002,2024-01-04T00:30:00,0,3,44.72,105.28,13.734,0.672,0
V002,2024-01-04T00:45:00,0,3,54.04,108.79,13.688,0.877,0
V002,2024-01-04T01:00:00,1,3,1.93,91.38,13.687,0.193,0
V002,2024-01-04T01:15:00,1,3,0.0,88.95,13.669,0.208,0
V002,2024-01-04T01:30:00,1,3,0.0,90.12,13.715,0.189,0
V002,2024-01-04T01:45:00,1,3,6.02,90.31,13.622,0.312,0
V002,2024-01-04T02:00:00,2,3,0.0,90.15,13.676,0.193,0
V002,2024-01-04T02:15:00,2,3,41.73,102.54,13.676,0.654,0
V002,2024-01-04T02:30:00,2,3,0.0,88.37,13.728,0.216,0
V002,2024-01-04T02:45:00,2,3,0.0,89.98,13.71,0.241,0
V002,2024-01-04T03:00:00,3,3,36.61,103.0,13.791,0.597,0
V002,2024-01-04T03:15:00,3,3,7.69,92.17,13.735,0.125,0
V002,2024-01-04T03:30:00,3,3,0.0,89.02,13.662,0.189,0
V002,2024-01-04T03:45:00,3,3,0.0,89.58,13.703,0.11,0
V002,2024-01-04T04:00:00,4,3,36.79,104.29,13.692,0.476,0
V002,2024-01-04T04:15:00,4,3,31.96,102.44,13.736,0.568,0
V002,2024-01-04T04:30:00,4,3,0.0,85.22,13.746,0.222,0
V002,2024-01-04T04:45:00,4,3,3.37,91.39,13.813,0.219,0
V002,2024-01-04T05:00:00,5,3,45.29,111.91,13.743,0.589,0
V002,2024-01-04T05:15:00,5,3,0.0,87.0,13.806,0.216,0
V002,2024-01-04T05:30:00,5,3,47.15,108.13,13.759,0.711,0
V002,2024-01-04T05:45:00,5,3,3.13,90.91,13.695,0.193,0
V002,2024-01-04T06:00:00,6,3,2.13,91.76,13.753,0.094,0
V002,2024-01-04T06:15:00,6,3,0.0,88.83,13.723,0.27,0
V002,2024-01-04T06:30:00,6,3,27.37,101.58,13.701,0.512,0
V002,2024-01-04T06:45:00,6,3,9.17,92.76,13.703,0.292,0
V002,2024-01-04T07:00:00,7,3,38.5,105.67,13.736,0.514,0
V002,2024-01-04T07:15:00,7,3,47.64,107.65,13.665,0.772,0
V002,2024-01-04T07:30:00,7,3,51.11,108.46,13.645,0.681,0
V002,2024-01-04T07:45:00,7,3,52.65,110.95,13.709,0.722,0
V002,2024-01-04T08:00:00,8,3,44.14,103.86,13.712,0.63,0
V002,2024-01-04T08:15:00,8,3,37.81,105.26,13.719,0.672,0
V002,2024-01-04T08:30:00,8,3,38.84,105.48,13.655,0.552,0
V002,2024-01-04T08:45:00,8,3,52.66,109.48,13.627,0.582,0
V002,2024-01-04T09:00:00,9,3,46.73,106.46,13.665,0.652,0
V002,2024-01-04T09:15:00,9,3,48.88,107.16,13.677,0.667,0
V002,2024-01-04T09:30:00,9,3,49.08,111.34,13.73,0.758,0
V002,2024-01-04T09:45:00,9,3,31.41,100.71,13.688,0.5,0
V002,2024-01-04T10:00:00,10,3,0.0,87.29,13.643,0.218,0
V002,2024-01-04T10:15:00,10,3,0.0,86.66,13.756,0.247,0
V002,2024-01-04T10:30:00,10,3,5.23,89.65,13.707,0.138,0
V002,2024-01-04T10:45:00,10,3,0.0,87.44,13.673,0.179,0
V002,2024-01-04T11:00:00,11,3,0.0,90.2,13.774,0.202,0
V002,2024-01-04T11:15:00,11,3,0.0,87.72,13.798,0.197,0
V002,2024-01-04T11:30:00,11,3,0.0,86.74,13.669,0.283,0
V002,2024-01-04T11:45:00,11,3,46.16,105.68,13.745,0.567,0
V002,2024-01-04T12:00:00,12,3,4.98,88.12,13.658,0.224,0
V002,2024-01-04T12:15:00,12,3,0.0,88.5,13.702,0.235,0
V002,2024-01-04T12:30:00,12,3,0.0,87.12,13.74,0.28,0
V002,2024-01-04T12:45:00,12,3,41.19,106.26,13.688,0.609,0
V002,2024-01-04T13:00:00,13,3,33.04,101.02,13.732,0.553,0
V002,2024-01-04T13:15:00,13,3,17.2,94.41,13.744,0.365,0
V002,2024-01-04T13:30:00,13,3,0.0,89.58,13.654,0.181,0
V002,2024-01-04T13:45:00,13,3,34.71,102.51,13.762,0.55,0
V002,2024-01-04T14:00:00,14,3,3.14,89.16,13.732,0.265,0
V002,2024-01-04T14:15:00,14,3,0.0,88.67,13.66,0.234,0
V002,2024-01-04T14:30:00,14,3,12.7,91.13,13.712,0.372,0
V002,2024-01-04T14:45:00,14,3,16.98,94.82,13.739,0.441,0
V002,2024-01-04T15:00:00,15,3,0.0,87.59,13.592,0.202,0
V002,2024-01-04T15:15:00,15,3,3.16,86.55,13.74,0.275,0
V002,2024-01-04T15:30:00,15,3,0.0,87.75,13.711,0.2,0
V002,2024-01-04T15:45:00,15,3,0.0,85.61,13.707,0.204,0
V002,2024-01-04T16:00:00,16,3,50.17,107.19,13.708,0.686,0
V002,2024-01-04T16:15:00,16,3,45.82,104.49,13.747,0.642,0
V002,2024-01-04T16:30:00,16,3,32.44,98.1,13.678,0.468,0
V002,2024-01-04T16:45:00,16,3,37.83,101.86,13.679,0.674,0
V002,2024-01-04T17:00:00,17,3,39.94,106.3,13.682,0.655,0
V002,2024-01-04T17:15:00,17,3,47.6,107.14,13.638,0.633,0
V002,2024-01-04T17:30:00,17,3,40.37,100.81,13.653,0.594,0
V002,2024-01-04T17:45:00,17,3,59.82,111.07,13.763,0.771,0
V002,2024-01-04T18:00:00,18,3,41.79,102.68,13.609,0.719,0
V002,2024-01-04T18:15:00,18,3,35.84,103.07,13.67,0.546,0
V002,2024-01-04T18:30:00,18,3,40.95,104.25,13.743,0.635,0
V002,2024-01-04T18:45:00,18,3,42.01,103.23,13.77,0.564,0
V002,2024-01-04T19:00:00,19,3,0.0,86.81,13.722,0.249,0
V002,2024-01-04T19:15:00,19,3,0.0,89.13,13.658,0.207,0
V002,2024-01-04T19:30:00,19,3,3.69,88.03,13.738,0.332,0
V002,2024-01-04T19:45:00,19,3,3.91,86.9,13.715,0.256,0
V002,2024-01-04T20:00:00,20,3,0.0,86.78,13.686,0.224,0
V002,2024-01-04T20:15:00,20,3,0.0,86.14,13.806,0.151,0
V002,2024-01-04T20:30:00,20,3,0.0,88.7,13.681,0.227,0
V002,2024-01-04T20:45:00,20,3,0.0,87.46,13.618,0.225,0
V002,2024-01-04T21:00:00,21,3,9.19,92.86,13.664,0.384,0
V002,2024-01-04T21:15:00,21,3,4.92,90.2,13.748,0.278,0
V002,2024-01-04T21:30:00,21,3,1.63,88.72,13.62,0.228,0
V002,2024-01-04T21:45:00,21,3,1.02,88.34,13.598,0.202,0
V002,2024-01-04T22:00:00,22,3,8.02,90.56,13.745,0.31,0
V002,2024-01-04T22:15:00,22,3,10.11,93.1,13.77,0.3,0
V002,2024-01-04T22:30:00,22,3,4.35,89.0,13.669,0.284,0
V002,2024-01-04T22:45:00,22,3,5.67,86.96,13.71,0.383,0
V002,2024-01-04T23:00:00,23,3,19.84,93.59,13.651,0.479,0
V002,2024-01-04T23:15:00,23,3,46.58,106.07,13.68,0.747,0
V002,2024-01-04T23:30:00,23,3,0.8,85.12,13.667,0.218,0
V002,2024-01-04T23:45:00,23,3,0.0,84.93,13.766,0.218,0
V002,2024-01-05T00:00:00,0,4,0.0,86.58,13.735,0.195,0
V002,2024-01-05T00:15:00,0,4,0.0,84.71,13.736,0.234,0
V002,2024-01-05T00:30:00,0,4,0.0,88.62,13.764,0.264,0
V002,2024-01-05T00:45:00,0,4,33.97,101.3,13.73,0.509,0
V002,2024-01-05T01:00:00,1,4,8.47,90.85,13.746,0.242,0
V002,2024-01-05T01:15:00,1,4,46.74,106.04,13.688,0.652,0
V002,2024-01-05T01:30:00,1,4,0.0,86.82,13.686,0.193,0
V002,2024-01-05T01:45:00,1,4,8.62,90.17,13.639,0.24,0
V002,2024-01-05T02:00:00,2,4,0.0,87.51,13.633,0.188,0
V002,2024-01-05T02:15:00,2,4,0.0,87.42,13.722,0.217,0
V002,2024-01-05T02:30:00,2,4,1.6,88.35,13.78,0.267,0
V002,2024-01-05T02:45:00,2,4,0.0,85.28,13.697,0.242,0
V002,2024-01-05T03:00:00,3,4,0.0,85.16,13.698,0.178,0
V002,2024-01-05T03:15:00,3,4,0.0,84.94,13.714,0.169,0
V002,2024-01-05T03:30:00,3,4,0.0,85.53,13.782,0.269,0
V002,2024-01-05T03:45:00,3,4,0.84,87.92,13.688,0.245,0
V002,2024-01-05T04:00:00,4,4,1.86,88.29,13.702,0.184,0
V002,2024-01-05T04:15:00,4,4,38.37,102.64,13.635,0.674,0
V002,2024-01-05T04:30:00,4,4,52.16,107.55,13.699,0.775,0
V002,2024-01-05T04:45:00,4,4,2.02,87.76,13.698,0.247,0
V002,2024-01-05T05:00:00,5,4,5.33,89.9,13.714,0.417,0
V002,2024-01-05T05:15:00,5,4,0.0,88.15,13.711,0.246,0
V002,2024-01-05T05:30:00,5,4,48.39,104.97,13.728,0.678,0
V002,2024-01-05T05:45:00,5,4,1.43,88.64,13.646,0.237,0
V002,2024-01-05T06:00:00,6,4,0.0,88.04,13.705,0.157,0
V002,2024-01-05T06:15:00,6,4,0.07,85.32,13.695,0.274,0
V002,2024-01-05T06:30:00,6,4,22.19,99.17,13.715,0.484,0
V002,2024-01-05T06:45:00,6,4,4.35,88.73,13.7,0.232,0
V002,2024-01-05T07:00:00,7,4,59.57,113.64,13.752,0.819,0
V002,2024-01-05T07:15:00,7,4,53.69,110.57,13.686,0.704,0
V002,2024-01-05T07:30:00,7,4,28.84,99.41,13.645,0.446,0
V002,2024-01-05T07:45:00,7,4,31.53,98.96,13.567,0.435,0
V002,2024-01-05T08:00:00,8,4,35.08,101.11,13.73,0.554,0
V002,2024-01-05T08:15:00,8,4,37.46,103.0,13.637,0.626,0
V002,2024-01-05T08:30:00,8,4,40.32,105.14,13.596,0.609,1
V002,2024-01-05T08:45:00,8,4,39.97,99.06,13.809,0.628,0
V002,2024-01-05T09:00:00,9,4,35.74,96.58,13.741,0.532,0
V002,2024-01-05T09:15:00,9,4,32.52,96.83,13.775,0.534,0
V002,2024-01-05T09:30:00,9,4,43.1,101.08,13.804,0.499,0
V002,2024-01-05T09:45:00,9,4,47.19,100.49,13.753,0.656,0
V002,2024-01-05T10:00:00,10,4,3.39,84.61,13.779,0.197,0
V002,2024-01-05T10:15:00,10,4,42.66,102.54,13.858,0.582,0
V002,2024-01-05T10:30:00,10,4,6.8,86.79,13.742,0.269,0
V002,2024-01-05T10:45:00,10,4,2.11,84.91,13.835,0.243,0
V002,2024-01-05T11:00:00,11,4,0.0,81.52,13.822,0.138,0
V002,2024-01-05T11:15:00,11,4,44.75,100.23,13.804,0.533,0
V002,2024-01-05T11:30:00,11,4,0.0,83.21,13.824,0.173,0
V002,2024-01-05T11:45:00,11,4,28.6,94.99,13.898,0.375,0
V002,2024-01-05T12:00:00,12,4,50.79,103.76,13.859,0.655,0
V002,2024-01-05T12:15:00,12,4,58.1,107.31,13.829,0.714,0
V002,2024-01-05T12:30:00,12,4,6.44,86.07,13.805,0.181,0
V002,2024-01-05T12:45:00,12,4,0.0,83.45,13.778,0.096,0
V002,2024-01-05T13:00:00,13,4,0.0,80.59,13.794,0.159,0
V002,2024-01-05T13:15:00,13,4,38.14,101.22,13.778,0.533,0
V002,2024-01-05T13:30:00,13,4,5.85,86.49,13.803,0.219,0
V002,2024-01-05T13:45:00,13,4,2.43,86.03,13.75,0.167,0
V002,2024-01-05T14:00:00,14,4,17.45,90.97,13.884,0.34,0
V002,2024-01-05T14:15:00,14,4,0.0,83.38,13.838,0.149,0
V002,2024-01-05T14:30:00,14,4,1.7,82.85,13.747,0.179,0
V002,2024-01-05T14:45:00,14,4,3.64,82.56,13.741,0.1,0
V002,2024-01-05T15:00:00,15,4,13.39,86.77,13.806,0.241,0
V002,2024-01-05T15:15:00,15,4,0.0,85.25,13.679,0.119,0
V002,2024-01-05T15:30:00,15,4,0.0,84.3,13.818,0.165,0
V002,2024-01-05T15:45:00,15,4,0.0,86.07,13.735,0.248,0
V002,2024-01-05T16:00:00,16,4,59.17,107.31,13.765,0.731,0
V002,2024-01-05T16:15:00,16,4,13.43,89.93,13.79,0.344,0
V002,2024-01-05T16:30:00,16,4,32.86,98.82,13.76,0.427,0
V002,2024-01-05T16:45:00,16,4,53.64,104.93,13.841,0.662,0
V002,2024-01-05T17:00:00,17,4,43.67,101.02,13.832,0.682,0
V002,2024-01-05T17:15:00,17,4,39.02,100.14,13.816,0.526,0
V002,2024-01-05T17:30:00,17,4,41.91,99.72,13.728,0.585,0
V002,2024-01-05T17:45:00,17,4,47.14,103.18,13.802,0.64,0
V002,2024-01-05T18:00:00,18,4,40.91,100.95,13.813,0.548,0
V002,2024-01-05T18:15:00,18,4,31.29,99.79,13.843,0.467,0
V002,2024-01-05T18:30:00,18,4,39.06,98.67,13.797,0.558,0
V002,2024-01-05T18:45:00,18,4,59.91,109.46,13.72,0.732,0
V002,2024-01-05T19:00:00,19,4,0.0,84.54,13.826,0.193,0
V002,2024-01-05T19:15:00,19,4,0.0,83.45,13.785,0.221,0
V002,2024-01-05T19:30:00,19,4,0.0,84.54,13.717,0.133,0
V002,2024-01-05T19:45:00,19,4,0.0,87.53,13.855,0.164,0
V002,2024-01-05T20:00:00,20,4,49.32,106.24,13.85,0.622,0
V002,2024-01-05T20:15:00,20,4,49.31,105.67,13.776,0.642,0
V002,2024-01-05T20:30:00,20,4,4.43,88.0,13.784,0.13,0
V002,2024-01-05T20:45:00,20,4,2.94,86.77,13.673,0.1,0
V002,2024-01-05T21:00:00,21,4,0.0,85.79,13.843,0.145,0
V002,2024-01-05T21:15:00,21,4,0.0,87.88,13.796,0.185,0
V002,2024-01-05T21:30:00,21,4,7.68,88.59,13.707,0.156,0
V002,2024-01-05T21:45:00,21,4,42.76,102.89,13.803,0.599,0
V002,2024-01-05T22:00:00,22,4,13.49,89.29,13.763,0.22,0
V002,2024-01-05T22:15:00,22,4,52.71,108.9,13.838,0.714,0
V002,2024-01-05T22:30:00,22,4,0.0,87.75,13.863,0.127,0
V002,2024-01-05T22:45:00,22,4,15.07,92.77,13.806,0.403,0
V002,2024-01-05T23:00:00,23,4,29.76,99.19,13.8,0.448,0
V002,2024-01-05T23:15:00,23,4,5.6,85.78,13.813,0.137,0
V002,2024-01-05T23:30:00,23,4,0.0,86.46,13.758,0.09,0
V002,2024-01-05T23:45:00,23,4,6.42,90.82,13.833,0.222,0
V002,2024-01-06T00:00:00,0,5,3.7,86.05,13.751,0.299,0
V002,2024-01-06T00:15:00,0,5,0.0,88.69,13.8,0.147,0
V002,2024-01-06T00:30:00,0,5,7.15,88.52,13.751,0.31,0
V002,2024-01-06T00:45:00,0,5,33.4,100.24,13.709,0.477,0
V002,2024-01-06T01:00:00,1,5,33.54,102.31,13.801,0.592,0
V002,2024-01-06T01:15:00,1,5,0.0,87.65,13.714,0.202,0
V002,2024-01-06T01:30:00,1,5,0.0,85.31,13.881,0.091,0
V002,2024-01-06T01:45:00,1,5,7.99,86.85,13.75,0.153,0
V002,2024-01-06T02:00:00,2,5,8.49,89.85,13.803,0.279,0
V002,2024-01-06T02:15:00,2,5,7.15,90.05,13.716,0.274,0
V002,2024-01-06T02:30:00,2,5,7.11,87.47,13.724,0.223,0
V002,2024-01-06T02:45:00,2,5,10.8,89.34,13.648,0.272,0
V002,2024-01-06T03:00:00,3,5,0.0,86.26,13.752,0.226,0
V002,2024-01-06T03:15:00,3,5,4.07,85.97,13.669,0.261,0
V002,2024-01-06T03:30:00,3,5,0.0,84.55,13.867,0.219,0
V002,2024-01-06T03:45:00,3,5,44.25,102.6,13.769,0.553,0
V002,2024-01-06T04:00:00,4,5,0.0,86.03,13.795,0.179,0
V002,2024-01-06T04:15:00,4,5,0.0,83.58,13.722,0.115,0
V002,2024-01-06T04:30:00,4,5,0.06,88.34,13.689,0.09,0
V002,2024-01-06T04:45:00,4,5,42.47,102.26,13.83,0.731,0
V002,2024-01-06T05:00:00,5,5,12.44,90.44,13.752,0.327,0
V002,2024-01-06T05:15:00,5,5,0.0,86.17,13.791,0.18,0
V002,2024-01-06T05:30:00,5,5,4.2,87.64,13.789,0.247,0
V002,2024-01-06T05:45:00,5,5,9.42,91.97,13.858,0.193,0
V002,2024-01-06T06:00:00,6,5,9.87,89.28,13.743,0.275,0
V002,2024-01-06T06:15:00,6,5,35.79,99.45,13.752,0.482,0
V002,2024-01-06T06:30:00,6,5,0.0,86.91,13.8,0.216,0
V002,2024-01-06T06:45:00,6,5,49.01,108.06,13.843,0.578,0
V002,2024-01-06T07:00:00,7,5,45.6,106.93,13.738,0.606,0
V002,2024-01-06T07:15:00,7,5,36.21,100.48,13.753,0.52,0
V002,2024-01-06T07:30:00,7,5,37.05,101.05,13.681,0.464,0
V002,2024-01-06T07:45:00,7,5,27.37,97.23,13.697,0.433,0
V002,2024-01-06T08:00:00,8,5,53.31,109.12,13.728,0.714,0
V002,2024-01-06T08:15:00,8,5,30.73,99.67,13.759,0.508,0
V002,2024-01-06T08:30:00,8,5,49.13,105.45,13.699,0.505,0
V002,2024-01-06T08:45:00,8,5,25.9,96.49,13.788,0.381,0
V002,2024-01-06T09:00:00,9,5,46.43,107.1,13.769,0.597,0
V002,2024-01-06T09:15:00,9,5,40.24,102.61,13.759,0.526,0
V002,2024-01-06T09:30:00,9,5,27.33,98.57,13.818,0.478,0
V002,2024-01-06T09:45:00,9,5,43.65,104.68,13.754,0.557,0
V002,2024-01-06T10:00:00,10,5,13.43,91.5,13.827,0.273,0
V002,2024-01-06T10:15:00,10,5,3.75,87.25,13.744,0.27,0
V002,2024-01-06T10:30:00,10,5,0.0,90.58,13.774,0.173,0
V002,2024-01-06T10:45:00,10,5,0.0,88.6,13.84,0.137,0
V002,2024-01-06T11:00:00,11,5,7.01,89.0,13.663,0.181,0
V002,2024-01-06T11:15:00,11,5,13.12,95.5,13.708,0.321,0
V002,2024-01-06T11:30:00,11,5,39.38,101.32,13.818,0.407,0
V002,2024-01-06T11:45:00,11,5,9.62,88.69,13.865,0.202,0
V002,2024-01-06T12:00:00,12,5,0.0,87.25,13.714,0.166,0
V002,2024-01-06T12:15:00,12,5,0.0,87.57,13.766,0.276,0
V002,2024-01-06T12:30:00,12,5,5.73,88.94,13.768,0.198,0
V002,2024-01-06T12:45:00,12,5,0.0,86.52,13.751,0.243,0
V002,2024-01-06T13:00:00,13,5,5.39,87.61,13.695,0.229,0
V002,2024-01-06T13:15:00,13,5,0.33,89.07,13.687,0.299,0
