order_id,city,ts,origin_lat,origin_lon,dest_lat,dest_lon,distance_km,demand_index,supply_index,eta_promised_min,eta_actual_min,base_price,paid_price,hour,day_of_week
O000567,Munich,2024-04-20T21:44:00,48.101301021342586,11.612265011229429,48.10065399626387,11.599619770715407,0.9417647122647813,0.8857632051831626,1.0127298122993036,3.0,3.0,4.28,3.69,21,5
O000568,Munich,2024-02-01T14:48:00,48.10007168587066,11.611159480212741,48.07994320821423,11.58984591495053,2.741441107802655,1.1449183557446245,1.089697090839288,7.39,7.55,6.67,6.59,14,3
O000569,Munich,2024-03-28T07:25:00,48.15668061050105,11.529619358878234,48.14954942342313,11.522567541529794,0.949963741684122,1.216396187672207,1.0271895691887645,3.36,3.6,4.32,5.02,7,3
O000570,Berlin,2024-02-24T16:18:00,52.499615892005224,13.345364597498392,52.522209521452545,13.31802749798312,3.1199702455117593,1.7182800735525607,0.9753428372772233,12.19,12.7,7.38,10.7,16,5
O000571,Munich,2024-01-02T15:16:00,48.16145410182214,11.596502743522077,48.161094802058095,11.565979679929635,2.264279815202405,0.9389110595116636,1.2165999877033737,6.26,6.77,6.06,4.62,15,1
O000572,Berlin,2024-01-24T18:36:00,52.47776184558402,13.330001643106481,52.459563159077895,13.294428234079549,3.1467004880284035,1.289547749577478,0.5805712700742373,12.64,13.35,7.44,15.63,18,2
O000573,Berlin,2024-04-08T17:13:00,52.50486765035435,13.420916906243328,52.5281367087745,13.389289756955959,3.3577623086826693,1.77349240083227,0.7046897153561518,29.1,30.63,8.56,18.51,17,0
O000574,Munich,2024-02-28T20:30:00,48.14415340103789,11.548685900625747,48.16507945615477,11.56517054979679,2.6286255845974975,1.1041512240717422,0.9344387080246954,12.11,11.53,6.73,6.82,20,2
O000575,Berlin,2024-02-19T13:11:00,52.54552822304763,13.38685056968977,52.545061194044884,13.417302615886936,2.0598653801283926,1.0787746436329486,0.8737194888866884,5.39,5.91,5.77,7.34,13,0
O000576,Berlin,2024-01-10T13:12:00,52.49931527296431,13.44252414849381,52.512039592499185,13.41680020242168,2.2434733565427223,0.8790186472143651,1.0995576618835554,4.23,4.53,5.92,4.12,13,2
O000577,Berlin,2024-03-17T22:05:00,52.52023130506118,13.379054577913474,52.51875284912203,13.368135734503015,0.7568518278378207,1.1284602470022351,0.7993122193000993,3.37,3.27,4.07,6.58,22,6
O000578,Munich,2024-03-04T13:51:00,48.10632626718207,11.564421940871043,48.07975423034267,11.595923875891998,3.768820986097523,1.19343562448779,1.098795476441129,10.53,10.89,8.07,8.67,13,0
O000579,Berlin,2024-03-17T10:41:00,52.45393598491323,13.39247378562301,52.477641986657204,13.431085978542495,3.71355821925849,1.1483644588780253,0.7581602577520787,17.74,17.07,8.31,14.02,10,6
O000580,Berlin,2024-04-03T20:09:00,52.475320803004905,13.451424459653996,52.45850416801153,13.44651819539824,1.8992317544946806,0.9517138870550014,1.2933565113797951,3.27,3.61,5.46,3.75,20,2
O000581,Berlin,2024-01-13T12:54:00,52.482779154444394,13.346094229348758,52.48009887943291,13.37876923317854,2.2327240164982594,1.0872471409602111,1.1917632612935345,4.29,3.97,5.88,5.43,12,5
O000582,Munich,2024-02-23T18:43:00,48.12573654584016,11.577091377186484,48.0981192182945,11.604244020195226,3.6734486415302197,1.1520823974949943,0.9215680677470017,10.12,10.08,7.91,10.09,18,4
O000583,Berlin,2024-02-18T17:30:00,52.55101704508346,13.476297452819454,52.54564733436436,13.454704212168052,1.5774341817715785,1.543268016108082,0.6966306233652343,8.94,8.5,5.32,11.23,17,6
O000584,Berlin,2024-04-12T14:42:00,52.46311353344418,13.474764529520428,52.439051650848704,13.456475041126795,2.9486886411219415,1.027805737390625,0.9909754219351896,9.54,11.12,7.09,8.13,14,4
O000585,Berlin,2024-02-17T17:11:00,52.471080675756234,13.511258598868254,52.482670837371465,13.535368321705345,2.0801918069281187,1.3772666621837129,0.5661038741593967,16.16,16.36,6.31,13.55,17,5
O000586,Munich,2024-02-10T00:05:00,48.11697584982072,11.615191444467296,48.087867217171166,11.613681499812644,3.238673690920581,1.4291649850152977,0.6910128155693198,35.14,34.4,8.61,18.46,0,5
O000587,Berlin,2024-01-18T00:30:00,52.520223374247145,13.381342318391992,52.519386826761306,13.36644488985645,1.0122532534434705,0.7001637596084603,0.9482122406843219,3.05,3.0,4.36,3.89,0,3
O000588,Berlin,2024-04-27T03:06:00,52.55610942087147,13.48978853584806,52.552708640117835,13.496657579890293,0.5988845134386808,1.1813088314219928,1.0144504096475833,3.29,3.0,3.87,4.11,3,5
O000589,Munich,2024-04-02T10:47:00,48.16043807190828,11.507796000241548,48.16012777930557,11.527180819884245,1.4382339142269487,0.7123177666410881,0.6116282681241187,5.3,5.22,4.99,5.46,10,1
O000590,Munich,2024-03-16T11:14:00,48.12421834455938,11.504039398456317,48.12600837789711,11.48723838986785,1.262811513339879,1.0660227580941888,0.8371978661416888,5.18,5.17,4.77,7.12,11,5
O000591,Berlin,2024-02-04T13:05:00,52.45762428669087,13.38717441629961,52.48545334636216,13.390292886255619,3.1016512147736743,1.100854149607677,1.0729122954710915,10.06,10.66,7.26,8.36,13,6
O000592,Berlin,2024-04-08T20:32:00,52.56052833835595,13.370605796430278,52.545663508387264,13.373343429224777,1.663224492784905,0.8898825865998586,1.1019378462449312,4.55,4.35,5.21,4.8,20,0
O000593,Berlin,2024-03-23T06:21:00,52.50771299297012,13.3827885997301,52.499504340393095,13.346970093135027,2.5905284158293154,1.3001686060560758,0.7309329025169518,15.41,14.67,6.84,11.84,6,5
O000594,Berlin,2024-01-12T08:55:00,52.48457825629329,13.351921744671218,52.49840913553487,13.315147763848895,2.926447138489374,1.2467909595199198,0.7077465899003386,29.08,30.65,8.04,12.83,8,4
O000595,Berlin,2024-01-08T21:46:00,52.48800212272203,13.44900687104559,52.47537708500227,13.455182850759394,1.4648161562489719,1.0671936346881152,0.9238473192276391,6.81,7.21,5.12,6.14,21,0
O000596,Berlin,2024-04-01T06:59:00,52.45702439200961,13.367190969679406,52.43648405361742,13.341111805520695,2.8879940128971686,1.0075149718671732,0.9370618342423815,7.83,8.43,6.89,6.95,6,0
O000597,Munich,2024-03-07T03:47:00,48.11925816324585,11.493666626474921,48.143125911629376,11.481658263566713,2.7996068576258617,0.5238521788953006,0.8227919506043245,5.31,5.41,6.63,4.62,3,3
O000598,Munich,2024-04-05T02:59:00,48.15904261031079,11.49356842578938,48.16192390014454,11.509787489732547,1.2449351541632634,0.7947838311608751,1.0762851235068684,3.0,3.0,4.64,3.31,2,4
O000599,Berlin,2024-04-27T10:05:00,52.52090463075691,13.500905311599118,52.53877277308943,13.53462193049644,3.024808200044385,1.2363780085117788,1.2130752544519205,9.11,8.32,7.05,7.72,10,5
O000600,Berlin,2024-01-02T16:10:00,52.472014946171065,13.466848808067525,52.44333413749342,13.492199046939028,3.6222959755868933,1.155355953987614,1.0849255464154488,6.62,7.55,7.72,6.86,16,1
O000601,Berlin,2024-01-04T04:10:00,52.53906412109454,13.412141812200867,52.534410868496394,13.403988786459765,0.7561698523983459,1.1764572985198432,0.9262761268428601,3.19,3.0,4.06,4.78,4,3
O000602,Berlin,2024-01-23T17:21:00,52.51124712656185,13.513276662648693,52.52283969909498,13.478949957963778,2.6564287332251633,1.515785729714247,0.8920084647720933,8.48,8.02,6.59,12.17,17,1
O000603,Munich,2024-02-10T12:42:00,48.1214854606425,11.485646222547212,48.10355365319793,11.459936532687555,2.7602492733288186,1.251069956057695,1.056009068539481,19.52,21.27,7.38,7.16,12,5
O000604,Berlin,2024-02-29T09:33:00,52.48584065888651,13.490727029422713,52.5006452573544,13.519348273292508,2.5425689957526876,1.4794794046918467,0.6505088692083576,15.61,14.78,6.79,13.64,9,3
O000605,Munich,2024-02-21T19:35:00,48.14645827644393,11.584211548602559,48.15362498087302,11.608457599989578,1.967370796848089,0.719426768558429,0.961339154710406,3.35,3.45,5.53,4.19,19,2
O000606,Munich,2024-03-31T08:36:00,48.15544891143212,11.505171693889311,48.15351440528957,11.542617494122085,2.786078032191043,1.828601410916982,0.7060471071325727,16.23,17.46,7.22,15.93,8,6
O000607,Berlin,2024-02-24T09:42:00,52.469024339019995,13.478792469542672,52.4469805784648,13.457464171099321,2.8454382969561025,1.6312013338902254,1.1188355912408026,11.47,10.95,6.96,10.21,9,5
O000608,Berlin,2024-02-16T13:49:00,52.50244404705398,13.387315666479589,52.517056703232214,13.393774637663377,1.682623111886888,0.8991403968374754,0.8784352214768751,6.87,7.7,5.4,6.09,13,4
O000609,Berlin,2024-01-11T19:45:00,52.50898170709982,13.514616012384598,52.49897621153286,13.5222197199785,1.2258314447800924,1.3481882973193982,0.8425651860026007,5.99,5.82,4.76,8.66,19,3
O000610,Berlin,2024-04-21T18:49:00,52.50398953373026,13.488842143547433,52.53139967378284,13.48876503737976,3.0478729779232534,1.617907316615328,1.2730815543999947,12.07,13.26,7.32,9.22,18,6
O000611,Berlin,2024-01-06T18:07:00,52.56767778634769,13.377059921547252,52.56480876270929,13.347741165655478,2.0071447878572855,1.3549474715017291,0.8747067366823538,6.17,6.96,5.76,8.94,18,5
O000612,Berlin,2024-04-28T07:16:00,52.45138312168636,13.328674959185197,52.439939208376344,13.298025260032471,2.436052508466304,1.2479272717567738,0.7212776835933981,9.95,9.34,6.39,12.75,7,6
O000613,Berlin,2024-01-25T19:41:00,52.45265613412354,13.440956249439989,52.4474916976067,13.422560926728114,1.372523881397054,0.7375673597608965,0.8043384100355004,3.07,3.0,4.8,4.67,19,3
O000614,Berlin,2024-02-22T23:39:00,52.544279992233335,13.448173693099797,52.52118064844302,13.463759351489534,2.7764614163414065,0.7461417789513791,1.307231354570989,5.42,5.04,6.58,4.75,23,3
O000615,Munich,2024-01-02T19:57:00,48.12526630021713,11.541148803705264,48.12647714441113,11.524743294569573,1.225074341501798,1.0598171468042212,0.8560020933556122,4.57,5.12,4.73,6.85,19,1
O000616,Berlin,2024-01-30T18:02:00,52.528011094136794,13.443804424809237,52.55538436455541,13.40404609451773,4.061258941953449,1.5872112335872033,0.9553873405863034,15.19,16.96,8.72,15.68,18,1
O000617,Berlin,2024-03-07T16:10:00,52.562629388750324,13.340883052224376,52.59130899417462,13.38042609108526,4.160482579926611,1.2205493987677485,0.6968189373735321,22.69,24.47,9.22,15.4,16,3
O000618,Berlin,2024-02-04T13:15:00,52.537999349046025,13.30009026367662,52.54377030921017,13.333365703992943,2.3400629889721936,1.1041378992845337,0.7840934295667922,6.43,7.04,6.16,10.68,13,6
O000619,Berlin,2024-02-21T04:02:00,52.55154326393853,13.399511165079545,52.54700660502288,13.372052200887488,1.9239560720991702,1.225470017871097,0.9173152458727117,7.2,6.89,5.65,8.2,4,2
O000620,Munich,2024-02-08T20:49:00,48.10180320098252,11.557986662066913,48.11904413188711,11.561293492683014,1.9327610037915643,1.2096799775627083,0.9837865789129165,5.21,5.13,5.58,6.58,20,3
O000621,Munich,2024-01-11T22:11:00,48.1373650296373,11.53433700394759,48.11310643660078,11.56750375876533,3.6518909208795276,1.1719667122934916,0.7910327372193857,10.61,10.4,7.9,9.76,22,3
O000622,Munich,2024-04-15T19:44:00,48.18282127578866,11.503874254515129,48.206666418793354,11.516365941862924,2.808479344324971,1.5870812412776938,0.7944152469978523,22.48,23.74,7.56,13.47,19,0
O000623,Munich,2024-01-08T09:14:00,48.10698619206847,11.574865565493942,48.08735539515585,11.562426036965467,2.370280216928744,1.3213819598597076,0.978846554900187,10.58,11.68,6.43,8.52,9,0
O000624,Munich,2024-01-02T03:28:00,48.176279905287586,11.551830810571527,48.18652473731589,11.579619214884277,2.3542502193410453,1.163947943451619,0.9609054712828052,6.94,7.41,6.2,7.68,3,1
O000625,Berlin,2024-02-18T23:05:00,52.53569837756706,13.489471089997284,52.51497946845815,13.485594851822679,2.3187141366300703,1.3334513683499067,0.7806249841232028,10.24,9.58,6.26,10.76,23,6
O000626,Munich,2024-01-12T17:23:00,48.110609204994795,11.51262744631788,48.13763199008372,11.549293661236392,4.054082379609632,1.6403863339079086,0.8017576885264144,22.4,21.02,8.92,16.95,17,4
O000627,Berlin,2024-04-07T01:51:00,52.47657922586316,13.307655823971038,52.47113420029029,13.290791276128306,1.2928025890745338,0.9468814733475177,0.959959749139926,3.0,3.0,4.7,5.2,1,6
O000628,Berlin,2024-01-11T22:28:00,52.48180419017687,13.417962301442085,52.4787530823408,13.41317196312088,0.4694079737557951,0.8179351316143432,1.1390330496660281,3.0,3.0,3.71,2.59,22,3
O000629,Berlin,2024-02-19T10:49:00,52.474424262697816,13.334265357030418,52.49724957687023,13.328963253256932,2.56332605114365,0.7390366219134101,0.9995262167734383,5.92,5.99,6.38,4.93,10,0
O000630,Berlin,2024-01-26T16:49:00,52.54728765582765,13.508377535705547,52.52544362066969,13.508189500065964,2.428979181684817,1.3654308650371778,0.7128471006058762,10.41,11.75,6.5,10.3,16,4
O000631,Berlin,2024-01-11T10:23:00,52.522745997066494,13.374122820876885,52.52787515336539,13.35937511103547,1.1492252820581423,0.8498540785988802,0.872755257469614,3.48,3.43,4.55,3.81,10,3
O000632,Berlin,2024-03-09T19:23:00,52.522691138723076,13.511831508680398,52.52805938690867,13.50952531343065,0.6169746735094609,0.7759164162127221,0.8490267606856158,3.0,3.0,3.89,3.0,19,5
O000633,Munich,2024-04-11T10:14:00,48.128949786511974,11.572977603499668,48.124545300575235,11.604107151957864,2.3618018263234006,0.6548457750374853,1.3866719495428714,3.13,3.22,5.99,4.3,10,3
O000634,Berlin,2024-01-26T18:27:00,52.49662373776073,13.490459992163494,52.51008907817689,13.482764872583294,1.585284455277147,1.13054921648373,0.6202400379512325,6.33,6.57,5.23,9.52,18,4
O000635,Berlin,2024-02-20T06:01:00,52.459597897935616,13.31976166556586,52.4650431212168,13.327710749704922,0.8103314566429299,0.8533035866643441,0.8733454590579455,3.0,3.0,4.12,3.32,6,1
O000636,Berlin,2024-01-21T19:53:00,52.462123389578956,13.434135803018087,52.44391234872313,13.414250215193084,2.432350108972598,0.8559575957986421,0.774869006439883,6.53,6.41,6.24,7.22,19,6
O000637,Berlin,2024-01-21T10:02:00,52.54649310952734,13.474231423182678,52.524123980880354,13.466116161114208,2.54717670878369,0.7050994625903528,0.8280772972243091,7.14,7.5,6.43,6.21,10,6
O000638,Munich,2024-04-12T22:43:00,48.123063864021425,11.588202351093459,48.11340205959179,11.559648862726844,2.3763408260632164,1.2137584642788584,0.7428000586967012,14.39,13.93,6.55,9.07,22,4
O000639,Munich,2024-02-18T10:13:00,48.10577881970199,11.499691467492713,48.11877673590411,11.494673999352283,1.492534647308202,1.5121005918711368,1.0042185495701175,7.07,7.3,5.16,8.37,10,6
O000640,Berlin,2024-04-02T03:26:00,52.56904191632762,13.451063093137888,52.589523322605935,13.444250901662732,2.323478068077201,0.9140730042944982,0.7397781467217309,9.31,9.07,6.24,7.85,3,1
O000641,Berlin,2024-01-09T16:21:00,52.49107187113477,13.318452222481444,52.52064010982593,13.288626818772045,3.858084808733847,1.5929539788604892,0.726443094685789,19.56,20.98,8.68,17.75,16,1
O000642,Berlin,2024-01-06T00:36:00,52.499284048070386,13.458491535200315,52.49997621972447,13.493976752572873,2.4032892508469192,1.5333810444640017,1.0194311574172497,7.89,7.38,6.25,7.77,0,5
O000643,Munich,2024-02-26T10:27:00,48.16571976616401,11.541464094157263,48.13841262715237,11.575073199223073,3.9288943743641016,1.0464189275857074,0.7867935656744639,11.52,13.31,8.38,11.6,10,0
O000644,Berlin,2024-03-24T10:15:00,52.548052255960314,13.489421940687762,52.5549897197613,13.450442459064357,2.746051332865084,1.3120511059061861,0.6096794174234226,22.43,25.39,7.56,15.82,10,6
O000645,Munich,2024-01-26T17:11:00,48.11125041332381,11.49328379222066,48.101230871306946,11.483169095103786,1.3436154759139374,1.6618888202805295,0.5195261433152351,6.53,7.02,4.96,11.13,17,4
O000646,Munich,2024-04-09T19:32:00,48.16981169240835,11.523536222993625,48.14579152773296,11.505333597716273,2.9928002458845584,0.998978673594555,1.0797527528849629,6.19,5.7,6.88,6.26,19,1
O000647,Munich,2024-03-16T10:43:00,48.17554372725156,11.564940741169512,48.18315075627467,11.575980999986811,1.177096312695334,0.6444638075259597,1.0582757969631893,3.13,3.0,4.56,3.1,10,5
O000648,Berlin,2024-03-09T12:03:00,52.507947332391836,13.41309775303624,52.52769823918883,13.408600439378827,2.21718262155387,0.8886442454313267,1.0065277673381743,3.88,3.88,5.85,5.18,12,5
O000649,Berlin,2024-03-21T02:41:00,52.56760623315718,13.386618217323669,52.55125153688059,13.360324180880019,2.5429408952774195,1.079893874520437,1.3210711924723613,4.26,3.97,6.25,4.79,2,3
O000650,Berlin,2024-04-13T16:08:00,52.49680792788972,13.489986940690612,52.522563586401596,13.47426319800658,3.055204611391548,1.4921594487231935,0.4955331363436512,18.29,18.45,7.59,16.4,16,5
O000651,Berlin,2024-03-03T08:09:00,52.55217813391768,13.434022986106532,52.573368512636485,13.415190755057015,2.6781314351063985,1.28897815441433,0.7459266606477661,13.17,12.97,6.86,12.57,8,6
O000652,Berlin,2024-01-10T13:22:00,52.458010030582095,13.325618015298637,52.463798505234735,13.307616350656529,1.3790573409923585,1.3211239665130237,0.5838518949218043,6.58,7.06,5.01,11.18,13,2
O000653,Berlin,2024-04-23T02:42:00,52.51641132409445,13.302505726979483,52.52820175510306,13.292589070268216,1.4727396844985075,0.8126409530081234,1.0685852754642684,3.0,3.0,4.92,3.49,2,1
O000654,Berlin,2024-04-21T19:59:00,52.5117915394471,13.336381493612901,52.54045430821663,13.3050154580101,3.8289152368853316,1.010611862586524,1.17305795122705,9.79,10.47,8.12,6.48,19,6
O000655,Berlin,2024-01-07T06:33:00,52.519544364298,13.363065327883145,52.51156183420702,13.329777164733459,2.4210948799328857,1.3354231740373743,0.9559963944680652,8.91,8.46,6.33,7.32,6,6
O000656,Berlin,2024-02-15T20:02:00,52.554585481684974,13.40669830260705,52.542920069244644,13.408109417462203,1.3006391602457235,0.8041399539434729,1.03267207098316,3.17,3.0,4.71,3.68,20,3
O000657,Berlin,2024-02-07T22:55:00,52.55153430226662,13.461857957091183,52.53423730897433,13.433480837870846,2.716949445869594,0.8102502609464,0.9044320298592418,6.5,6.54,6.59,6.98,22,2
O000658,Munich,2024-04-24T01:42:00,48.15471276425689,11.485709901880973,48.14361326076828,11.491753862507462,1.3131361483930564,0.9219182523439058,1.1032288079172758,4.18,3.93,4.77,4.37,1,2
O000659,Berlin,2024-01-16T19:36:00,52.50571980937542,13.355747583663062,52.50602149214435,13.318187307491282,2.5423812808544715,0.8777645695961346,1.0619453558272005,5.0,5.11,6.31,5.06,19,1
O000660,Munich,2024-02-26T09:09:00,48.176328519020316,11.581165641476822,48.15859877934189,11.56820323981606,2.193348328415011,1.6335483851055557,0.6449910073967521,19.88,18.16,6.54,14.55,9,0
O000661,Berlin,2024-04-14T15:39:00,52.458522948117924,13.407332853319573,52.47065280783682,13.408390451385799,1.3506804997403108,0.9193868263926556,0.9032682725124863,4.23,4.48,4.84,5.22,15,6
O000662,Berlin,2024-04-07T08:20:00,52.53593974458131,13.329792146959923,52.52341736941364,13.301368997850844,2.3739443562608242,1.545954587406839,0.6137996576735117,15.85,16.42,6.67,14.64,8,6
O000663,Berlin,2024-02-26T03:24:00,52.56831898866048,13.50630820305001,52.59004816615807,13.537438645906398,3.2035040544561433,1.1373715822024513,1.1494889942854112,8.63,7.91,7.24,6.99,3,0
O000664,Munich,2024-02-02T05:26:00,48.19505920130759,11.514246278367317,48.20982706000191,11.515911525258844,1.6467420617459343,1.0562460984437207,1.29791988188953,5.07,5.05,5.23,3.97,5,4
O000665,Munich,2024-02-18T20:37:00,48.151146754004266,11.582748851840277,48.14580958561763,11.571159392962334,1.044742335017316,1.230938753343344,1.2213420848574634,5.63,5.78,4.54,3.9,20,6
O000666,Berlin,2024-02-18T05:09:00,52.465136294355496,13.505182057815057,52.47143329514436,13.517941262465024,1.1123406318688256,1.0490228568745237,1.1453588092803608,3.86,3.66,4.52,4.56,5,6
O000667,Berlin,2024-01-10T03:10:00,52.484275191962034,13.359600029114311,52.50559968168829,13.322150812731,3.4713229495596707,1.2572764273991068,0.8292353824991245,16.25,15.49,7.94,11.72,3,2
O000668,Berlin,2024-03-27T12:10:00,52.498946191222046,13.325067959277801,52.50951469853813,13.34123573434816,1.605779188385865,1.1438337332710875,1.3639543574625195,3.75,3.87,5.12,4.82,12,2
O000669,Berlin,2024-04-23T00:56:00,52.53243429296625,13.474219438452891,52.5374154118129,13.506932857982608,2.280920865944469,1.1297763851807678,0.9705720990371786,6.84,7.33,6.1,7.5,0,1
O000670,Munich,2024-02-01T23:10:00,48.1127499726672,11.493024252463726,48.118106012992605,11.49559369026043,0.6253654429990595,1.18099240829884,0.9548386501847916,3.0,3.0,3.9,5.62,23,3
O000671,Munich,2024-03-23T19:05:00,48.136717381443134,11.482643323000673,48.11274920296464,11.482340881359868,2.665234387042344,0.8592167349168911,1.2499420840368638,7.07,6.89,6.54,4.77,19,5
O000672,Berlin,2024-03-17T00:34:00,52.5040318232196,13.343863780182339,52.492491128460976,13.307250539583803,2.7910022503596004,0.8350775980469956,0.788239970350436,7.94,8.9,6.79,7.68,0,6
O000673,Berlin,2024-01-06T08:53:00,52.51083161392926,13.451225780790857,52.51882862286924,13.47608343462647,1.9026573746515913,1.6242998423699855,0.5899626925276662,15.09,16.36,6.1,13.45,8,5
O000674,Berlin,2024-03-05T22:37:00,52.49573206163342,13.458283450888944,52.485901981948196,13.441506145074124,1.5764095985217306,1.1270658390432413,0.9764665395614294,6.29,6.08,5.2,6.46,22,1
O000675,Berlin,2024-03-08T19:24:00,52.47658012610246,13.412645145603927,52.47951063143807,13.41571125536472,0.3863967426068721,1.0489914186344007,1.0483604143111498,3.0,3.0,3.61,3.27,19,4
O000676,Munich,2024-03-28T19:30:00,48.150516571152274,11.584724863507821,48.12885416546721,11.564917968545947,2.821726440999778,0.9097394271312671,0.7964177019045682,10.74,11.4,6.96,7.79,19,3
O000677,Munich,2024-04-16T03:51:00,48.13698886256481,11.570794782264668,48.150512238664525,11.547567656033605,2.2871828334905118,0.7424789432693877,0.76162505916175,4.24,3.91,5.94,6.19,3,1
O000678,Berlin,2024-03-26T23:27:00,52.54716091097057,13.453049085907374,52.563107968533515,13.448345174084409,1.8015227420604945,0.7428271965440569,0.8989020489110977,3.57,3.69,5.35,4.74,23,1
O000679,Munich,2024-04-13T16:02:00,48.17617427064695,11.48816160854073,48.20607954468238,11.508353804838288,3.6466616779502288,1.4116425454170112,0.986333193373619,10.98,11.71,7.96,12.71,16,5
O000680,Berlin,2024-03-23T09:53:00,52.544574272793426,13.483806954241524,52.52433340588482,13.512154632864142,2.9566752213098018,1.656558993767796,0.8156014836957716,21.07,21.58,7.63,16.15,9,5
O000681,Munich,2024-04-14T20:03:00,48.15813665572046,11.589309967671166,48.13964306321808,11.55331512983863,3.3704438999814568,0.930979180636162,0.9780271753796128,9.21,9.68,7.53,8.07,20,6
O000682,Berlin,2024-04-15T04:36:00,52.486078676867294,13.427176510820663,52.478634979391494,13.429966331281364,0.8489882972488382,0.9546115067724151,1.0800000011227133,3.3,3.0,4.17,3.37,4,0
O000683,Berlin,2024-01-03T17:00:00,52.45097298362635,13.3020355549359,52.44860694408008,13.301102347976247,0.2705859152181193,1.0473526602193028,0.573165770944442,3.0,3.0,3.47,5.44,17,2
O000684,Berlin,2024-03-21T12:24:00,52.5141761172303,13.343742276663026,52.514680475828975,13.316332557852535,1.8556349703474013,0.9098011965941382,1.0587898775886324,4.95,5.4,5.5,4.78,12,3
O000685,Munich,2024-04-03T06:17:00,48.15490832225687,11.561619787160565,48.149007509802736,11.59754615541519,2.7447594299190143,0.9884072000663395,1.1552457009448212,7.46,7.06,6.65,6.22,6,2
O000686,Munich,2024-01-28T13:53:00,48.12906429693066,11.521648973798973,48.11684518154349,11.539694433603769,1.9079313145736652,0.8766449276960584,0.7304008431265663,8.44,8.2,5.7,6.23,13,6
O000687,Berlin,2024-01-31T18:00:00,52.52514937873156,13.332202074649574,52.50648516755746,13.360956841276257,2.844830580127581,1.3935915258639024,0.98962859009441,11.52,12.31,7.03,10.11,18,2
O000688,Munich,2024-04-19T02:40:00,48.148701604051624,11.593845500619825,48.17597986317201,11.62790858457939,3.9475605309768405,0.5508828204869674,1.039080644256664,4.06,4.5,7.96,5.75,2,4
O000689,Munich,2024-02-04T22:43:00,48.18802517732817,11.519191226156867,48.164382532008815,11.488170511916193,3.493152400684214,0.9293471729123683,1.245771310040112,7.28,7.24,7.55,5.12,22,6
O000690,Berlin,2024-01-22T12:02:00,52.493598937068285,13.410297218599425,52.466202767782995,13.398175456663077,3.15498507897395,0.8967766716257131,1.4249112459658027,14.01,15.5,7.56,5.42,12,0
O000691,Berlin,2024-03-14T01:55:00,52.56148250628602,13.383153038241083,52.55930305463241,13.350234823458262,2.2383684534621904,0.9640760557188733,0.8399329187669392,7.87,8.0,6.09,5.91,1,3
O000692,Berlin,2024-02-17T11:00:00,52.47268207392958,13.40327566967389,52.4859014489183,13.405630528917193,1.4785533390525516,1.19707994229001,0.6828308719228304,5.8,6.01,5.07,9.86,11,5
O000693,Munich,2024-04-11T08:45:00,48.19490693936454,11.490958427302182,48.22091173859152,11.480009034522938,3.0032837229084897,1.4902452032272198,0.5029627674600137,41.01,39.29,8.57,19.03,8,3
O000694,Berlin,2024-01-13T21:12:00,52.491513942143584,13.376553106554148,52.48965756255685,13.363284019504242,0.9218016704601066,1.1219760094380837,0.9920147073253273,3.17,3.0,4.26,4.05,21,5
O000695,Berlin,2024-03-05T01:59:00,52.52041845340883,13.483211395625124,52.49475475594951,13.498467478785058,3.0347249027804626,1.2698270210226859,0.6948856583877832,22.52,20.99,7.69,14.47,1,1
O000696,Berlin,2024-02-10T11:14:00,52.46228733553519,13.3135312620209,52.43536739781461,13.303943273377515,3.0630732578395055,1.194488799583602,1.174557482893922,6.28,7.11,7.03,8.67,11,5
O000697,Berlin,2024-01-16T08:12:00,52.49878813694866,13.378236839836665,52.516248381392586,13.379053873154914,1.942277902990005,1.055784495807906,0.6719691086330777,5.57,5.9,5.63,8.68,8,1
O000698,Berlin,2024-01-06T06:26:00,52.49782024345648,13.304218040364978,52.51417011422226,13.277893631850384,2.5455090009419443,1.2378452922511571,1.1334490294858484,7.26,7.02,6.41,7.36,6,5
O000699,Munich,2024-04-22T15:35:00,48.110437145808284,11.617576353542784,48.13205201446693,11.63260824518111,2.6498394679898714,1.2728652488341734,0.8307004394262185,8.39,9.67,6.66,9.98,15,0
O000700,Berlin,2024-02-16T06:09:00,52.489635301056175,13.430978258952269,52.51196757279611,13.394784914355958,3.488350993480553,1.097071981510638,0.8301790298019553,10.01,11.13,7.74,11.42,6,4
O000701,Berlin,2024-01-16T20:37:00,52.452595239095416,13.406390470582952,52.45265808176308,13.392123468294532,0.966815804435106,0.8537490862374086,1.301012407721666,3.0,3.0,4.31,2.93,20,1
O000702,Berlin,2024-03-08T12:32:00,52.46942747320629,13.354844977001015,52.45292068001982,13.356400879912314,1.8384962045587794,1.220347572357242,1.0983986973672992,6.9,8.02,5.61,5.88,12,4
O000703,Berlin,2024-03-24T18:27:00,52.47631543390058,13.455371149676992,52.49327452766995,13.451796622481947,1.9012357569417435,1.4789915940646614,0.5804778035448547,13.92,13.99,5.98,12.59,18,6
O000704,Berlin,2024-04-08T09:13:00,52.48947037338529,13.411828572740873,52.46090890022788,13.396870601117,3.3335630455918768,1.0253988338138758,1.2088963114399889,10.13,9.57,7.48,7.48,9,0
O000705,Berlin,2024-03-30T05:17:00,52.551586093098386,13.393919170539988,52.55470718343612,13.372394503707888,1.4960777996088186,0.7881925755975805,1.2744542633215983,3.0,3.0,4.95,3.57,5,5
